PlayerID,First,Last,YearID,G,AB,R,H,2B,3B,HR,AVG,RBI,SB,BB,SO,Season,Ballot
brownbu01,Buster,Brown,1908,235,522,38,95,23,7,3,0.181992337,23,0,18,65,11,N
crawfsa01,Sam,Crawford,1908,2517,9570,1391,2961,458,309,97,0.309404389,1525,366,760,104,19,Y
delahji01,Jim,Delahanty,1908,1186,4091,520,1159,191,59,19,0.283304815,489,151,378,24,15,N
devliar01,Art,Devlin,1908,1313,4412,603,1185,164,57,10,0.268585675,505,285,576,105,10,N
hessot01,Otto,Hess,1908,280,714,63,154,21,9,5,0.215686275,58,4,27,54,10,N
jonesda01,Davy,Jones,1908,1090,3774,643,1020,98,40,9,0.27027027,289,207,478,16,16,N
kleinre01,Red,Kleinow,1908,584,1665,146,354,45,20,3,0.212612613,135,42,153,1,10,N
mathech01,Christy,Mathewson,1908,646,1684,151,362,50,12,7,0.214964371,165,20,116,74,18,Y
morgacy01,Cy,Morgan,1908,210,489,26,61,7,1,0,0.124744376,37,2,11,0,12,N
mullige01,George,Mullin,1908,614,1531,163,401,70,23,3,0.261920314,137,18,122,21,15,N
titusjo01,John,Titus,1908,1402,4960,738,1401,253,72,38,0.282459677,561,140,620,116,12,N
brownmo01,Mordecai,Brown,1909,493,1143,93,235,20,11,2,0.2055993,74,8,44,75,15,Y
clarkni01,Nig,Clarke,1909,506,1536,157,390,64,20,6,0.25390625,127,16,138,9,11,N
dooinre01,Red,Dooin,1909,1290,4004,333,961,139,31,10,0.24000999,344,133,155,87,16,Y
mcleala01,Larry,McLean,1909,862,2647,183,694,90,26,6,0.262183604,298,20,136,79,14,Y
moriage02,George,Moriarty,1909,1076,3671,372,920,147,32,5,0.250612912,376,248,234,59,13,N
needhto01,Tom,Needham,1909,523,1491,113,311,50,10,8,0.208584842,117,20,109,49,11,N
planked01,Eddie,Plank,1909,630,1607,130,331,39,7,3,0.205973864,122,13,71,72,17,Y
richile01,Lew,Richie,1909,241,443,27,65,9,6,0,0.146726862,21,2,25,54,10,N
schaege01,Germany,Schaefer,1909,1150,3784,497,972,117,48,9,0.256871036,308,201,333,28,16,Y
smithch02,Charlie,Smith,1909,218,447,22,67,5,1,1,0.149888143,22,0,11,27,12,N
smithfr03,Frank,Smith,1909,369,766,81,156,41,9,2,0.203655352,85,3,64,48,14,N
stovage01,George,Stovall,1909,1414,5222,547,1382,231,56,15,0.26464956,564,142,172,94,12,N
tinkejo01,Joe,Tinker,1909,1804,6434,774,1687,263,114,31,0.262200808,782,336,416,149,15,Y
wiltsho01,Hooks,Wiltse,1909,375,743,81,156,19,4,2,0.209959623,79,14,50,25,12,N
batesjo02,Johnny,Bates,1910,1154,3913,565,1087,167,73,25,0.277791975,417,187,503,190,12,N
bendech01,Chief,Bender,1910,507,1147,102,243,40,10,6,0.211857018,116,20,75,48,16,Y
bridwal01,Al,Bridwell,1910,1252,4169,457,1064,95,32,2,0.255217078,348,136,557,98,12,N
camniho01,Howie,Camnitz,1910,326,677,42,92,6,1,1,0.135893648,32,1,37,128,12,Y
falkecy01,Cy,Falkenberg,1910,332,771,48,117,11,4,1,0.151750973,47,7,39,107,14,Y
frommar01,Art,Fromme,1910,252,476,32,77,11,5,0,0.161764706,21,1,12,59,11,N
granted01,Eddie,Grant,1910,990,3385,399,844,79,30,5,0.249335303,277,153,233,181,11,Y
hofmaso01,Solly,Hofman,1910,1194,4072,554,1095,162,60,19,0.268909627,495,208,421,171,16,N
huggimi01,Miller,Huggins,1910,1586,5558,948,1474,146,50,9,0.265203311,318,324,1003,312,13,N
hummejo01,John,Hummel,1910,1161,3906,421,991,128,84,29,0.253712238,394,117,346,269,12,N
laporfr01,Frank,LaPorte,1910,1194,4212,501,1185,198,79,15,0.281339031,560,101,288,85,13,N
loberha01,Hans,Lobert,1910,1317,4563,640,1252,159,82,32,0.27438089,482,316,395,156,14,Y
lordha01,Harry,Lord,1910,972,3691,506,1024,107,70,14,0.27743159,294,206,226,57,10,N
mowremi01,Mike,Mowrey,1910,1276,4291,485,1099,183,54,7,0.256117455,461,167,469,297,14,N
olearch01,Charley,O'Leary,1910,955,3232,317,731,104,18,3,0.226175743,213,74,164,34,11,Y
streega01,Gabby,Street,1910,504,1501,98,312,44,11,2,0.207861426,105,17,119,0,10,Y
thomair01,Ira,Thomas,1910,484,1352,124,327,46,17,3,0.241863905,155,20,82,8,10,Y
turnete01,Terry,Turner,1910,1659,5921,699,1499,207,77,8,0.253166695,528,256,435,156,17,Y
wagnehe01,Heinie,Wagner,1910,983,3333,402,834,128,47,10,0.250225023,343,144,310,63,12,N
walshed01,Ed,Walsh,1910,459,1088,93,210,38,10,3,0.193014706,68,14,46,14,14,Y
willeed01,Ed,Willett,1910,279,652,56,130,25,10,5,0.199386503,63,1,26,42,10,N
amesre01,Red,Ames,1911,533,1014,52,143,10,7,3,0.141025641,63,5,61,204,20,N
beckebe01,Beals,Becker,1911,876,2764,367,763,114,43,45,0.276049204,292,129,241,231,10,N
carribi02,Bill,Carrigan,1911,709,1970,194,506,67,14,6,0.256852792,235,37,206,59,10,Y
devorjo01,Josh,Devore,1911,601,1874,331,520,58,31,11,0.277481323,149,160,222,230,10,N
doolami01,Mickey,Doolan,1911,1728,5977,513,1376,244,81,15,0.230215827,554,173,370,376,15,N
eversjo01,Johnny,Evers,1911,1784,6137,919,1659,216,70,12,0.270327522,538,324,778,142,19,Y
gibsoge01,George,Gibson,1911,1213,3776,295,893,142,49,15,0.236493644,345,40,286,132,14,N
goodwi01,Wilbur,Good,1911,749,2364,324,609,84,44,9,0.257614213,187,104,190,243,12,N
hartzro01,Roy,Hartzell,1911,1290,4548,503,1146,112,55,12,0.251978892,397,182,455,118,11,N
knabeot01,Otto,Knabe,1911,1278,4469,572,1103,178,48,8,0.246811367,365,143,485,191,12,Y
leifile01,Lefty,Leifield,1911,298,611,46,107,11,9,0,0.17512275,30,5,48,63,13,N
mageesh01,Sherry,Magee,1911,2087,7441,1112,2169,425,166,83,0.291493079,1176,441,736,359,17,Y
mcbrige01,George,McBride,1911,1659,5526,516,1203,140,47,7,0.217698154,447,133,419,271,17,N
mitchmi01,Mike,Mitchell,1911,1124,4095,514,1138,130,104,27,0.277899878,514,202,368,216,10,N
murrare01,Red,Murray,1911,1264,4334,555,1170,168,96,37,0.269958468,579,321,299,194,12,Y
oldriru01,Rube,Oldring,1911,1239,4690,616,1268,205,76,27,0.270362473,471,197,206,125,14,N
reulbed01,Ed,Reulbach,1911,401,862,52,127,16,6,1,0.147331787,52,3,59,171,14,N
ruckena01,Nap,Rucker,1911,336,805,44,157,10,6,1,0.195031056,44,2,22,64,10,Y
schulfr01,Frank,Schulte,1911,1806,6533,906,1766,288,124,92,0.270319914,792,233,545,515,17,Y
